texto,tipo_documento
El juzgado concede traslado a la entidad Banco de Occidente para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se orden a Banco del Norte remitir relación detallada de los productos financieros a nombre de Sofía Medina.,Requerimiento
Se ordena la retención preventivo de la cuenta número 2978563 a nombre de María Gómez.,Embargo
Se ordena el confiscación preventivo sobre las acciones de la empresa de Paula Hernández.,Embargo
Se da notificación al Ministerio Público del informe presentado por Paula Hernández.,Traslado
El tribunal petición a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se solicitud a Cooperativa Solidaria remitir relación detallada de los productos financieros a nombre de José Luis.,Requerimiento
El juzgado ordena el levantamiento del embargo de las medidas cautelares sobre la cuenta 9894284.,Desembargo
El juez autoriza el liberación de los recursos retenidos en la entidad Davivienda.,Desembargo
El despacho dispone la secuestro sobre el salario de Verónica Paredes.,Embargo
El despacho decreta el desaplicación del embargo que pesaba sobre el inmueble de Patricia López.,Desembargo
El juzgado ordena el levantamiento del embargo de las medidas cautelares sobre la cuenta 8584262.,Desembargo
El despacho dispone dar notificación a la contraparte del recurso de reposición interpuesto por Paula Hernández.,Traslado
Se deja sin efecto la medida de levantamiento del embargo sobre los bienes de José Torres.,Desembargo
El despacho dispone dar comunicación a la contraparte del recurso de reposición interpuesto por Patricia López.,Traslado
El despacho decreta el desbloqueo que pesaba sobre el inmueble de Laura Sánchez.,Desembargo
El juzgado concede comunicación a la entidad Banco del Norte para que se pronuncie sobre la solicitud de desembargo.,Traslado
El juez ordena la confiscación de los fondos depositados en la entidad financiera Banco de Occidente.,Embargo
Se dispone dar remesa al recurso extraordinario presentado por Juan Pérez.,Traslado
Se declara el liberación parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se corre notificación a la parte demandada del escrito presentado en fecha 09/05/2024.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su traslado.,Traslado
Se concede notificación a la contraparte para que comparezca y conteste la demanda.,Traslado
Se dictamina el desembargo total de los bienes retenidos por orden judicial.,Desembargo
Se deja sin efecto la medida de recuperación sobre los bienes de Fernando Ruiz.,Desembargo
Se corre envío a la parte demandada del escrito presentado en fecha 02/01/2025.,Traslado
El despacho dispone la embargo sobre el salario de Ricardo Gómez.,Embargo
Se libra mandamiento de requisa sobre el vehículo de placas 251F673.,Embargo
Se declara el liberar bienes embargados parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se decreta la embargo de los bienes muebles ubicados en la dirección indicada.,Embargo
El juez ordena la decomiso de los fondos depositados en la entidad financiera Banco Andino.,Embargo
Se demanda al apoderado de Patricia López allegar copia auténtica del título ejecutivo.,Requerimiento
El despacho dispone la confiscación sobre el salario de Carolina Rivas.,Embargo
Se declara el devolución parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
El despacho dispone la embargo sobre el salario de Carlos Rodríguez.,Embargo
Se otorga remesa a la administración demandada para que presente alegaciones.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su envío.,Traslado
El despacho ordena el devolución de la cuenta bancaria número 9623125.,Desembargo
El despacho demanda al banco Financiera Central informar los movimientos de la cuenta 8495010 en los últimos seis meses.,Requerimiento
El despacho ordena el desaplicación del embargo de la cuenta bancaria número 8271410.,Desembargo
Se autoriza el decomiso de la propiedad inmueble situada en Cali.,Embargo
El juez autoriza el desaplicación del embargo de los recursos retenidos en la entidad Banco Nacional.,Desembargo
Se ordena la incautación preventivo de la cuenta número 1706748 a nombre de Isabel Vargas.,Embargo
Se corre envío a la parte demandada del escrito presentado en fecha 17/08/2025.,Traslado
Se dictamina el desembargo total de los bienes retenidos por orden judicial.,Desembargo
Se otorga remisión a la administración demandada para que presente alegaciones.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su remesa.,Traslado
Se dispone dar notificación al recurso extraordinario presentado por Paula Hernández.,Traslado
Se petición a la entidad Banco del Norte remitir certificación actualizada de los saldos de la cuenta 9068390.,Requerimiento
El tribunal remite copia del expediente a la autoridad competente para su envío.,Traslado
Se deja sin efecto la medida de devolución sobre los bienes de Verónica Paredes.,Desembargo
Se petición a Banco de Occidente remitir relación detallada de los productos financieros a nombre de Isabel Vargas.,Requerimiento
Se dispone el liberar bienes embargados de los bienes registrados a nombre de Verónica Paredes.,Desembargo
El despacho ordena el levantamiento del embargo de la cuenta bancaria número 7736457.,Desembargo
El juzgado ordena la embargo de los bienes en garantía del crédito reclamado.,Embargo
El despacho dispone dar comunicación a la contraparte del recurso de reposición interpuesto por Patricia López.,Traslado
Se ordena cancelar el embargo del vehículo identificado con placas 810K641.,Desembargo
El juez exigencia a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
Se solicitud a la entidad Davivienda remitir certificación actualizada de los saldos de la cuenta 8288115.,Requerimiento
El juez requerimiento a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
El tribunal remite copia del expediente a la autoridad competente para su envío.,Traslado
Se solicitud al apoderado de Ana Martínez allegar copia auténtica del título ejecutivo.,Requerimiento
Se libra mandamiento de embargo sobre el vehículo de placas 230K289.,Embargo
Se decreta la retención de los bienes muebles ubicados en la dirección indicada.,Embargo
El tribunal remite copia del expediente a la autoridad competente para su remisión.,Traslado
Se dictamina el recuperación total de los bienes retenidos por orden judicial.,Desembargo
El juzgado ordena el liberar una cuenta de las medidas cautelares sobre la cuenta 6365884.,Desembargo
Se orden a la entidad Banco Popular remitir certificación actualizada de los saldos de la cuenta 5556112.,Requerimiento
Se libra mandamiento de requisa sobre el vehículo de placas 776O362.,Embargo
Se da envío al Ministerio Público del informe presentado por Paula Hernández.,Traslado
Se dispone el liberación de los bienes registrados a nombre de Fernando Ruiz.,Desembargo
El juzgado decreta la requisa de los bienes del demandado ubicados en Tunja.,Embargo
Se declara el recuperación parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se corre notificación a la parte demandada del escrito presentado en fecha 13/05/2025.,Traslado
Se otorga remesa a la administración demandada para que presente alegaciones.,Traslado
El juzgado requisitoria a la empresa informar el salario y prestaciones de Paula Hernández.,Requerimiento
El juzgado exigencia a la empresa informar el salario y prestaciones de Laura Sánchez.,Requerimiento
Se ordena cancelar el embargo del vehículo identificado con placas 819Q263.,Desembargo
El juzgado exigencia a Ricardo Gómez que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El juzgado ordena la embargo de los bienes en garantía del crédito reclamado.,Embargo
Se corre envío a la parte demandada del escrito presentado en fecha 08/10/2024.,Traslado
Se requerimiento al apoderado de Sofía Medina allegar copia auténtica del título ejecutivo.,Requerimiento
El despacho ordena el restitución de la cuenta bancaria número 9456258.,Desembargo
El despacho demanda al banco BBVA informar los movimientos de la cuenta 5316499 en los últimos seis meses.,Requerimiento
El juzgado decreta la incautación de los bienes del demandado ubicados en Sincelejo.,Embargo
Se ordena cancelar el embargo del vehículo identificado con placas 456P209.,Desembargo
El juez orden a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
Se autoriza el confiscación de la propiedad inmueble situada en Bucaramanga.,Embargo
El despacho dispone la requisa sobre el salario de Pedro López.,Embargo
El órgano jurisdiccional remite las actuaciones a las partes para su remesa y contestación.,Traslado
Se demanda al actor para que precise su demanda en el término legal.,Requerimiento
El juzgado ordena el liberación de las medidas cautelares sobre la cuenta 9303425.,Desembargo
El tribunal remite copia del expediente a la autoridad competente para su notificación.,Traslado
Se dispone el levantamiento del embargo de los bienes embargados para su devolución al deudor.,Desembargo
Se ordena cancelar el embargo del vehículo identificado con placas 274Q924.,Desembargo
El juzgado concede envío a la entidad BBVA para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se autoriza el confiscación de la propiedad inmueble situada en Barranquilla.,Embargo
El despacho ordena el liberar una cuenta de la cuenta bancaria número 5075530.,Desembargo
El despacho aviso al banco BBVA informar los movimientos de la cuenta 9095748 en los últimos seis meses.,Requerimiento
Se mandato a BBVA remitir relación detallada de los productos financieros a nombre de Paula Hernández.,Requerimiento
El despacho dispone dar remesa a la contraparte del recurso de reposición interpuesto por Verónica Paredes.,Traslado
El despacho dispone dar notificación a la contraparte del recurso de reposición interpuesto por Verónica Paredes.,Traslado
El despacho dispone la embargo sobre el salario de Andrés Castillo.,Embargo
Se dictamina el devolución total de los bienes retenidos por orden judicial.,Desembargo
Se dispone el desaplicación del embargo de los bienes embargados para su devolución al deudor.,Desembargo
Se concede notificación a la contraparte para que comparezca y conteste la demanda.,Traslado
Se solicitud a BBVA remitir relación detallada de los productos financieros a nombre de Marta Ramírez.,Requerimiento
Se ordena la confiscación preventivo de la cuenta número 1148658 a nombre de Miguel Ángel.,Embargo
El juzgado ordena la decomiso de los bienes en garantía del crédito reclamado.,Embargo
Se declara el levantamiento del embargo parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se declara el restitución parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se declara el recuperación parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
El juzgado ordena el liberación de las medidas cautelares sobre la cuenta 8703267.,Desembargo
El despacho dispone dar remesa a la contraparte del recurso de reposición interpuesto por Miguel Ángel.,Traslado
Se dispone dar envío al recurso extraordinario presentado por Andrés Castillo.,Traslado
El juzgado solicitud a la empresa informar el salario y prestaciones de Marta Ramírez.,Requerimiento
El tribunal remite copia del expediente a la autoridad competente para su notificación.,Traslado
Se autoriza el confiscación de la propiedad inmueble situada en Cúcuta.,Embargo
Se petición a la entidad Banco Andino remitir certificación actualizada de los saldos de la cuenta 3234502.,Requerimiento
Se libra mandamiento de requisa sobre el vehículo de placas 444T199.,Embargo
El juzgado ordena el liberar bienes embargados de las medidas cautelares sobre la cuenta 1513823.,Desembargo
Se dispone el levantamiento del embargo de los bienes registrados a nombre de Sofía Medina.,Desembargo
Se dispone dar envío al recurso extraordinario presentado por José Torres.,Traslado
El juzgado requerimiento a Pedro López que responda si acepta o rechaza la propuesta de pago.,Requerimiento
Se corre envío a la parte demandada del escrito presentado en fecha 03/07/2025.,Traslado
Se dispone la retención de los bienes registrados a nombre de Patricia López.,Embargo
Se ordena cancelar el embargo del vehículo identificado con placas 771S249.,Desembargo
Se concede comunicación a la contraparte para que comparezca y conteste la demanda.,Traslado
El despacho ordena el liberar una cuenta de la cuenta bancaria número 1317611.,Desembargo
El juzgado mandato a Marta Ramírez que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El juzgado ordena el devolución de las medidas cautelares sobre la cuenta 2896564.,Desembargo
Se dispone dar envío al recurso extraordinario presentado por María Gómez.,Traslado
Se corre traslado a la parte demandada del escrito presentado por la parte actora en fecha 02/03/2025.,Traslado
El órgano jurisdiccional remite las actuaciones a las partes para su remisión y contestación.,Traslado
El juez autoriza el liberar una cuenta de los recursos retenidos en la entidad BBVA.,Desembargo
El juzgado ordena el liberación de las medidas cautelares sobre la cuenta 7272200.,Desembargo
El tribunal requisitoria a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El órgano jurisdiccional remite las actuaciones a las partes para su envío y contestación.,Traslado
Se otorga notificación a la administración demandada para que presente alegaciones.,Traslado
Se dictamina el desaplicación del embargo total de los bienes retenidos por orden judicial.,Desembargo
El juzgado solicitud a Ricardo Gómez que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El despacho dispone la secuestro sobre el salario de Luis Fernández.,Embargo
Se deja sin efecto la medida de levantamiento del embargo sobre los bienes de Verónica Paredes.,Desembargo
Se exigencia a Banco Nacional remitir relación detallada de los productos financieros a nombre de María Gómez.,Requerimiento
Se otorga remesa a la administración demandada para que presente alegaciones.,Traslado
El juez autoriza el liberación de los recursos retenidos en la entidad Banco Andino.,Desembargo
Se decreta la decomiso de los bienes muebles ubicados en la dirección indicada.,Embargo
Se aviso al empleador presentar certificación de ingresos de María Gómez.,Requerimiento
El órgano jurisdiccional remite las actuaciones a las partes para su envío y contestación.,Traslado
El tribunal exigencia a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se ordena la secuestro preventivo de la cuenta número 6253221 a nombre de Carolina Rivas.,Embargo
Se orden a Banco de Occidente remitir relación detallada de los productos financieros a nombre de Pedro López.,Requerimiento
El tribunal requerimiento a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El juzgado orden a Paula Hernández que responda si acepta o rechaza la propuesta de pago.,Requerimiento
Se da envío al Ministerio Público del informe presentado por Isabel Vargas.,Traslado
Se petición al apoderado de Pedro López allegar copia auténtica del título ejecutivo.,Requerimiento
Se da remesa al Ministerio Público del informe presentado por Andrés Castillo.,Traslado
Se dictamina el liberar bienes embargados total de los bienes retenidos por orden judicial.,Desembargo
Se otorga remesa a la administración demandada para que presente alegaciones.,Traslado
Se dispone el desbloqueo de los bienes embargados para su devolución al deudor.,Desembargo
